date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
2025-02-26,sz.000677,3.9800,4.0400,3.9500,4.0000,3.9600,19216700,76950560.0000,3,2.224200,1,1.010100,75.460113,6.905688,3.199890,48.287921,0
2025-02-27,sz.000677,4.0000,4.0300,3.8600,3.9500,4.0000,21969851,86365982.9400,3,2.542900,1,-1.250000,74.516862,6.819366,3.159891,47.684322,0
2025-02-28,sz.000677,3.9600,3.9600,3.7800,3.7900,3.9500,22429575,86257117.7500,3,2.596100,1,-4.050600,71.498457,6.543139,3.031896,45.752805,0
2025-03-03,sz.000677,3.7900,3.8900,3.7700,3.8100,3.7900,18155925,69818397.5000,3,2.101400,1,0.527700,71.875758,6.577667,3.047895,45.994245,0
2025-03-04,sz.000677,3.8000,3.8900,3.7700,3.8800,3.8100,17370151,66901028.8600,3,2.010500,1,1.837300,73.196310,6.698517,3.103893,46.839283,0
2025-03-05,sz.000677,3.8700,3.9100,3.7700,3.8500,3.8800,18881050,71988497.0000,3,2.185400,1,-0.773200,72.630359,6.646724,3.079894,46.477124,0
2025-03-06,sz.000677,3.8600,3.9200,3.8500,3.8900,3.8500,18254523,70863728.6600,3,2.112800,1,1.039000,73.384960,6.715781,3.111893,46.960003,0
2025-03-07,sz.000677,3.9100,3.9100,3.7800,3.8200,3.8900,21625302,82864269.6000,3,2.503000,1,-1.799500,72.064408,6.594932,3.055895,46.114964,0
2025-03-10,sz.000677,3.8000,3.9100,3.8000,3.8500,3.8200,18385927,70999840.2200,3,2.128100,1,0.785300,72.630359,6.646724,3.079894,46.477124,0
2025-03-11,sz.000677,3.8100,3.8500,3.7700,3.8500,3.8500,18638225,70949505.0000,3,2.157300,1,0.000000,72.630359,6.646724,3.079894,46.477124,0
2025-03-12,sz.000677,3.8500,3.9100,3.8400,3.8600,3.8500,20859176,80795918.8800,3,2.414300,1,0.259700,72.819009,6.663988,3.087894,46.597844,0
2025-03-13,sz.000677,3.8600,3.8800,3.7000,3.7500,3.8600,29672844,111400333.0600,3,3.434400,1,-2.849700,70.743856,6.474082,2.999897,45.269926,0
2025-03-14,sz.000677,3.7500,3.8200,3.7100,3.8100,3.7500,23931619,90434035.5100,3,2.769900,1,1.600000,71.875758,6.577667,3.047895,45.994245,0
2025-03-17,sz.000677,3.8300,3.9200,3.8300,3.9000,3.8100,25879379,100471007.5600,3,2.995400,1,2.362200,73.573610,6.733045,3.119893,47.080723,0
2025-03-18,sz.000677,3.9200,4.2900,3.8700,4.1600,3.9000,101381089,420046089.4400,3,11.734200,1,6.666700,78.478518,7.181915,3.327885,50.219438,0
2025-03-19,sz.000677,4.1000,4.1800,4.0000,4.0300,4.1600,77909782,317041132.5700,3,9.017600,1,-3.125000,76.026064,6.957480,3.223889,48.650080,0
2025-03-20,sz.000677,4.0500,4.1200,4.0200,4.0500,4.0300,38241775,155319243.2500,3,4.426200,1,0.496300,76.403365,6.992009,3.239888,48.891520,0
2025-03-21,sz.000677,4.0400,4.1000,4.0000,4.0100,4.0500,28348625,114611821.5000,3,3.281200,1,-0.987700,75.648763,6.922952,3.207890,48.408641,0
2025-03-24,sz.000677,4.0200,4.0200,3.7700,3.8300,4.0100,37294256,144050348.3600,3,4.316600,1,-4.488800,72.253058,6.612196,3.063895,46.235684,0
2025-03-25,sz.000677,3.8300,3.9400,3.7800,3.9000,3.8300,27445550,105904846.5000,3,3.176600,1,1.827700,73.573610,6.733045,3.119893,47.080723,0
2025-03-26,sz.000677,3.9800,4.2800,3.9800,4.1300,3.9000,58731633,241761267.0400,3,6.797800,1,5.897400,77.912567,7.130122,3.303886,49.857278,0
2025-03-27,sz.000677,4.1000,4.2500,4.0500,4.1500,4.1300,56996150,236740187.0000,3,6.596900,1,0.484300,78.289867,7.164651,3.319886,50.098718,0
2025-03-28,sz.000677,4.1200,4.1400,4.0000,4.0000,4.1500,36681350,149163842.5000,3,4.245600,1,-3.614500,75.460113,6.905688,3.199890,48.287921,0
2025-03-31,sz.000677,4.0000,4.0000,3.8100,3.8900,4.0000,27641601,107754406.8800,3,3.199300,1,-2.750000,73.384960,6.715781,3.111893,46.960003,0
2025-04-01,sz.000677,3.9000,3.9300,3.8300,3.8500,3.8900,22835102,88417512.7900,3,2.643000,1,-1.028300,72.630359,6.646724,3.079894,46.477124,0
2025-04-02,sz.000677,3.8200,3.9200,3.8000,3.8600,3.8500,17172088,66439634.6800,3,1.987600,1,0.259700,72.819009,6.663988,3.087894,46.597844,0
2025-04-03,sz.000677,3.8600,4.2500,3.8400,4.2500,3.8600,55630171,233124532.5000,3,6.438800,1,10.103600,80.176370,7.337293,3.399883,51.305916,0
2025-04-07,sz.000677,4.0300,4.1400,3.8300,3.8300,4.2500,76008013,302598060.5000,3,8.797400,1,-9.882400,72.253058,6.612196,3.063895,46.235684,0
2025-04-08,sz.000677,3.7200,4.2100,3.7100,4.2100,3.8300,65895723,262454207.5200,3,7.627000,1,9.921700,79.421769,7.268236,3.367884,50.823037,0
2025-04-09,sz.000677,4.2500,4.6300,4.0500,4.4900,4.2100,162220230,710851784.6100,3,18.776000,1,6.650800,84.703977,7.751634,3.591876,54.203191,0
2025-04-10,sz.000677,4.3800,4.7000,4.3800,4.4700,4.4900,134007382,607265844.4700,3,15.510500,1,-0.445400,84.326676,7.717106,3.575877,53.961752,0
2025-04-11,sz.000677,4.4300,4.6200,4.3600,4.5600,4.4700,93177216,422459182.2000,3,10.784700,1,2.013400,86.024529,7.872484,3.647874,55.048230,0
2025-04-14,sz.000677,4.7100,4.8600,4.5300,4.5700,4.5600,97106955,449835688.0500,3,11.239500,1,0.219300,86.213179,7.889748,3.655874,55.168950,0
2025-04-15,sz.000677,4.5600,4.6100,4.4100,4.4700,4.5700,63383091,283832719.0300,3,7.336200,1,-2.188200,84.326676,7.717106,3.575877,53.961752,0
2025-04-16,sz.000677,4.4600,4.6100,4.3100,4.4800,4.4700,60724000,271359453.2500,3,7.028400,1,0.223700,84.515327,7.734370,3.583877,54.082471,0
2025-04-17,sz.000677,4.4200,4.4800,4.3800,4.4000,4.4800,38407271,170059939.2400,3,4.445400,1,-1.785700,83.006124,7.596256,3.519879,53.116713,0
2025-04-18,sz.000677,4.4100,4.5400,4.3300,4.3400,4.4000,46147328,203624619.9800,3,5.341300,1,-1.363600,85.451249,7.424043,3.554110,168.314322,0
2025-04-21,sz.000677,4.3300,4.4000,4.3100,4.3600,4.3400,35250652,153245295.2100,3,4.080000,1,0.460800,85.845033,7.458256,3.570489,169.089964,0
2025-04-22,sz.000677,4.3500,4.6700,4.3500,4.4700,4.3600,48883377,218435454.6100,3,5.657900,1,2.522900,88.010848,7.646423,3.660570,173.355995,0
2025-04-23,sz.000677,4.4800,4.5500,4.3700,4.5400,4.4700,59575476,265807751.3900,3,6.895500,1,1.566000,89.389094,7.766165,3.717894,176.070742,0
2025-04-24,sz.000677,4.5000,4.6800,4.4300,4.6000,4.5400,70330070,321602763.1300,3,8.140300,1,1.321600,90.570448,7.868802,3.767029,178.397668,0
2025-04-25,sz.000677,4.6000,4.7900,4.3900,4.5500,4.6000,71627678,325257262.6400,3,8.290500,1,-1.087000,84.594295,7.587468,3.776818,-255.718680,0
2025-04-28,sz.000677,4.4700,4.4900,4.1700,4.1800,4.5500,56494989,243220641.1000,3,6.538900,1,-8.131900,77.715199,6.970465,3.469692,-234.923974,0
2025-04-29,sz.000677,4.1500,4.2000,4.0700,4.1100,4.1800,31821674,131308393.4500,3,3.683200,1,-1.674600,76.413748,6.853734,3.411587,-230.989841,0
