date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
2025-02-26,sz.002446,6.6900,6.7500,6.5300,6.6600,6.5200,51310995,341194132.4700,3,6.053100,1,2.147200,-136.706955,1.856737,5.827477,-1824.312809,0
2025-02-27,sz.002446,6.6500,6.7000,6.3800,6.4900,6.6600,37099735,241723240.1000,3,4.376600,1,-2.552600,-133.217438,1.809343,5.678728,-1777.746265,0
2025-02-28,sz.002446,6.4400,6.4700,6.1800,6.2000,6.4900,34104546,214609829.9100,3,4.023300,1,-4.468400,-127.264733,1.728494,5.424979,-1698.309221,0
2025-03-03,sz.002446,6.2000,6.3500,6.1600,6.2000,6.2000,22891708,143224814.0600,3,2.700500,1,0.000000,-127.264733,1.728494,5.424979,-1698.309221,0
2025-03-04,sz.002446,6.1700,6.3900,6.1500,6.3600,6.2000,23951761,151289013.5200,3,2.825600,1,2.580600,-130.548984,1.773101,5.564978,-1742.136556,0
2025-03-05,sz.002446,6.4000,6.8900,6.4000,6.6500,6.3600,53001283,350203989.3000,3,6.252500,1,4.559700,-136.501689,1.853950,5.818727,-1821.573600,0
2025-03-06,sz.002446,6.7600,6.9500,6.6900,6.7700,6.6500,65527766,445798763.9000,3,7.730200,1,1.804500,-138.964878,1.887404,5.923727,-1854.444101,0
2025-03-07,sz.002446,6.8000,6.9900,6.7600,6.8500,6.7700,65440322,449970696.3400,3,7.719900,1,1.181700,-140.607003,1.909707,5.993726,-1876.357769,0
2025-03-10,sz.002446,6.8800,6.8800,6.7000,6.7800,6.8500,35536420,240693840.1000,3,4.192200,1,-1.021900,-139.170143,1.890192,5.932477,-1857.183310,0
2025-03-11,sz.002446,6.7000,6.9300,6.6500,6.9100,6.7800,38891507,266592570.7900,3,4.588000,1,1.917400,-141.838597,1.926435,6.046226,-1892.793019,0
2025-03-12,sz.002446,7.0200,7.1300,6.9300,6.9600,6.9100,51754332,363520176.1600,3,6.105400,1,0.723600,-142.864926,1.940374,6.089976,-1906.489061,0
2025-03-13,sz.002446,6.9800,7.0400,6.8200,6.9200,6.9600,41710889,288776917.6300,3,4.920600,1,-0.574700,-142.043863,1.929223,6.054976,-1895.532228,0
2025-03-14,sz.002446,6.9300,6.9500,6.7600,6.9100,6.9200,37408767,257030480.9900,3,4.413100,1,-0.144500,-141.838597,1.926435,6.046226,-1892.793019,0
2025-03-17,sz.002446,6.8900,6.9800,6.8500,6.8800,6.9100,36617217,252766116.9600,3,4.319700,1,-0.434200,-141.222800,1.918071,6.019976,-1884.575394,0
2025-03-18,sz.002446,6.8800,6.9300,6.7700,6.8300,6.8800,28291955,193416954.6700,3,3.337600,1,-0.726700,-140.196472,1.904132,5.976226,-1870.879352,0
2025-03-19,sz.002446,6.8000,6.8100,6.6900,6.7200,6.8300,25460995,171535442.8800,3,3.003600,1,-1.610500,-137.938549,1.873465,5.879977,-1840.748059,0
2025-03-20,sz.002446,6.7100,6.8500,6.6700,6.7700,6.7200,28833148,195715356.8400,3,3.401400,1,0.744000,-138.964878,1.887404,5.923727,-1854.444101,0
2025-03-21,sz.002446,6.7300,6.9100,6.6700,6.7100,6.7700,33357970,225411896.9300,3,3.935200,1,-0.886300,-137.733283,1.870677,5.871227,-1838.008851,0
2025-03-24,sz.002446,6.7000,6.7100,6.2500,6.4300,6.7100,42460534,273567998.2800,3,5.009000,1,-4.172900,-131.985844,1.792616,5.626228,-1761.311015,0
2025-03-25,sz.002446,6.4100,6.7500,6.3600,6.5800,6.4300,35869891,236415458.3600,3,4.231500,1,2.332800,-135.064829,1.834434,5.757477,-1802.399141,0
2025-03-26,sz.002446,6.5000,6.6800,6.5000,6.5800,6.5800,18752388,123790402.4700,3,2.212200,1,0.000000,-135.064829,1.834434,5.757477,-1802.399141,0
2025-03-27,sz.002446,6.5500,6.5600,6.3600,6.4500,6.5800,20276181,130938447.9000,3,2.392000,1,-1.975700,-132.396375,1.798192,5.643728,-1766.789432,0
2025-03-28,sz.002446,6.4600,6.5100,6.2800,6.2900,6.4500,19546546,124284895.5000,3,2.305900,1,-2.480600,-129.112124,1.753585,5.503728,-1722.962097,0
2025-03-31,sz.002446,6.2100,6.2400,6.1000,6.1800,6.2900,20714377,127633235.9600,3,2.443600,1,-1.748800,-126.854201,1.722919,5.407479,-1692.830804,0
2025-04-01,sz.002446,6.1800,6.3100,6.1800,6.2500,6.1800,13581969,84923615.5900,3,1.602200,1,1.132700,-128.291061,1.742434,5.468728,-1712.005263,0
2025-04-02,sz.002446,6.2600,6.3800,6.2200,6.2700,6.2500,13326812,83811861.2700,3,1.572100,1,0.320000,-128.701593,1.748010,5.486228,-1717.483680,0
2025-04-03,sz.002446,6.2000,6.3400,6.1500,6.2400,6.2700,14496744,90359647.5400,3,1.710200,1,-0.478500,-128.085796,1.739646,5.459978,-1709.266055,0
2025-04-07,sz.002446,5.9000,5.9600,5.6200,5.6200,6.2400,28163655,160729827.0300,3,3.322400,1,-9.935900,-115.359322,1.566796,4.917481,-1539.435133,0
2025-04-08,sz.002446,5.5100,5.6900,5.4100,5.5500,5.6200,34099502,188354109.3800,3,4.022700,1,-1.245600,-113.922462,1.547281,4.856231,-1520.260674,0
2025-04-09,sz.002446,5.4200,5.7400,5.2000,5.7000,5.5500,35455254,197499042.0000,3,4.182600,1,2.702700,-117.001448,1.589100,4.987480,-1561.348800,0
2025-04-10,sz.002446,5.8200,5.9000,5.7000,5.7100,5.7000,29999237,173844636.1000,3,3.539000,1,0.175400,-117.206714,1.591888,4.996230,-1564.088009,0
2025-04-11,sz.002446,5.6500,5.9500,5.6000,5.7900,5.7100,31616069,182549861.9900,3,3.729700,1,1.401100,-118.848839,1.614191,5.066230,-1586.001676,0
2025-04-14,sz.002446,5.8700,5.9300,5.8000,5.8200,5.7900,24398204,142839849.3200,3,2.878200,1,0.518100,-119.464636,1.622554,5.092480,-1594.219301,0
2025-04-15,sz.002446,5.8000,5.8300,5.6900,5.7600,5.8200,14385421,82671409.7500,3,1.697000,1,-1.030900,-118.233042,1.605827,5.039980,-1577.784051,0
2025-04-16,sz.002446,5.7100,5.7800,5.5300,5.6500,5.7600,16974987,95762916.1100,3,2.002500,1,-1.909700,-115.975119,1.575160,4.943730,-1547.652758,0
