date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
2025-02-26,sz.300211,10.4700,10.4700,10.0300,10.3500,10.5700,30650410,312136040.4800,3,10.268800,1,-2.081400,-93.282011,6.435622,34.271265,-80.959383,0
2025-02-27,sz.300211,10.6600,10.7900,9.9200,10.1700,10.3500,26960460,276777860.4900,3,9.032500,1,-1.739100,-91.659715,6.323698,33.675243,-79.551393,0
2025-02-28,sz.300211,9.5900,9.8500,9.0000,9.1500,10.1700,27951475,261438178.9000,3,9.364500,1,-10.029500,-82.466705,5.689463,30.297785,-71.572788,0
2025-03-03,sz.300211,9.0800,9.1600,8.7900,8.8900,9.1500,15088899,134903192.0800,3,5.055200,1,-2.841500,-80.123389,5.527795,29.436864,-69.539025,0
2025-03-04,sz.300211,8.9200,10.6700,8.8200,10.6700,8.8900,28025946,283919551.8200,3,9.389500,1,20.022500,-96.166092,6.634598,35.330860,-83.462475,0
2025-03-05,sz.300211,12.8000,12.8000,12.2300,12.8000,10.6700,60441330,768119794.9400,3,20.249600,1,19.962500,-115.363260,7.959030,42.383787,-100.123681,0
2025-03-06,sz.300211,13.2200,15.3600,13.2100,14.5000,12.8000,103604649,1475659209.0900,3,34.710500,1,13.281300,-130.684943,9.016089,48.012883,-113.421357,0
2025-03-07,sz.300211,14.5700,15.1900,12.8800,13.0200,14.5000,87722109,1216303923.0200,3,29.389400,1,-10.206900,-117.346066,8.095826,43.112258,-101.844557,0
2025-03-10,sz.300211,12.8900,13.4000,12.2700,12.4600,13.0200,66754088,852736468.4900,3,22.364500,1,-4.301100,-112.298923,7.747618,41.257967,-97.464146,0
2025-03-11,sz.300211,12.2700,12.9200,12.0800,12.3700,12.4600,46318888,576838392.8300,3,15.518200,1,-0.722300,-111.487775,7.691656,40.959956,-96.760151,0
2025-03-12,sz.300211,12.3300,12.7000,12.2500,12.3200,12.3700,41381241,514251991.8800,3,13.863900,1,-0.404200,-111.037138,7.660566,40.794395,-96.369043,0
2025-03-13,sz.300211,12.1400,12.3900,11.8100,12.3200,12.3200,33786968,407281533.1000,3,11.319600,1,0.000000,-111.037138,7.660566,40.794395,-96.369043,0
2025-03-14,sz.300211,12.1200,12.1600,11.8000,12.0500,12.3200,26812198,321571746.2500,3,8.982900,1,-2.191600,-108.603694,7.492681,39.900362,-94.257059,0
2025-03-17,sz.300211,12.0100,12.1200,11.9300,11.9800,12.0500,19223126,231168970.4400,3,6.440300,1,-0.580900,-107.972801,7.449155,39.668575,-93.709508,0
2025-03-18,sz.300211,11.9100,12.5100,11.8800,12.0900,11.9800,29515761,359129316.6400,3,9.888600,1,0.918200,-108.964204,7.517553,40.032811,-94.569946,0
2025-03-19,sz.300211,12.1700,12.4500,11.5500,11.5800,12.0900,33361416,400791477.3900,3,11.177000,1,-4.218400,-104.367699,7.200435,38.344082,-90.580643,0
2025-03-20,sz.300211,11.5500,11.8400,11.4000,11.6100,11.5800,22375653,260605259.2900,3,7.496500,1,0.259100,-104.638082,7.219089,38.443419,-90.815308,0
2025-03-21,sz.300211,11.5000,11.5000,10.9800,10.9800,11.6100,23409279,261011199.7900,3,7.842800,1,-5.426400,-98.960046,6.827355,36.357342,-85.887345,0
2025-03-24,sz.300211,10.9900,12.0900,10.9900,11.3900,10.9800,28576038,324541830.8700,3,9.573800,1,3.734100,-102.655276,7.082293,37.714948,-89.094432,0
2025-03-25,sz.300211,11.2400,11.2400,10.2200,10.2700,11.3900,27105130,285713514.4700,3,9.081000,1,-9.833200,-92.560991,6.385878,34.006366,-80.333610,0
2025-03-26,sz.300211,10.2000,10.4200,10.1700,10.2700,10.2700,13701552,141411089.3100,3,4.590400,1,0.000000,-92.560991,6.385878,34.006366,-80.333610,0
2025-03-27,sz.300211,10.2100,10.5400,10.0600,10.3200,10.2700,13071700,134963711.0000,3,4.379400,1,0.486900,-93.011628,6.416968,34.171928,-80.724718,0
2025-03-28,sz.300211,10.2600,10.8800,10.2100,10.6500,10.3200,21032177,221905914.0200,3,7.046400,1,3.197700,-95.985837,6.622162,35.264635,-83.306031,0
2025-03-31,sz.300211,10.2000,10.2800,9.8700,10.1800,10.6500,18264774,183188162.9800,3,6.119200,1,-4.413100,-91.749843,6.329916,33.708355,-79.629615,0
2025-04-01,sz.300211,10.2300,10.5600,10.1600,10.2500,10.1800,12092400,124870511.8400,3,4.051300,1,0.687600,-92.380735,6.373442,33.940142,-80.177166,0
2025-04-02,sz.300211,10.1800,10.4300,10.1000,10.2800,10.2500,9802800,100824924.0000,3,3.284200,1,0.292700,-92.651118,6.392096,34.039479,-80.411831,0
2025-04-03,sz.300211,10.1200,10.2700,9.8800,10.0100,10.2800,10527282,105844637.7300,3,3.526900,1,-2.626500,-90.217674,6.224210,33.145446,-78.299847,0
2025-04-07,sz.300211,9.0000,9.3000,8.0100,8.0100,10.0100,17711421,149516035.3500,3,5.933800,1,-19.980000,-72.192165,4.980612,26.522979,-62.655522,0
2025-04-08,sz.300211,8.2000,8.5200,7.9900,8.2600,8.0100,16202075,134095464.6100,3,5.428200,1,3.121100,-74.445354,5.136062,27.350787,-64.611063,0
2025-04-09,sz.300211,8.0700,8.6900,7.3700,8.6000,8.2600,19508164,159149245.6400,3,6.535800,1,4.116200,-77.509690,5.347473,28.476607,-67.270598,0
2025-04-10,sz.300211,8.9000,9.3500,8.8800,8.9100,8.6000,16623607,150768763.4200,3,5.569400,1,3.604700,-80.303644,5.540231,29.503089,-69.695469,0
2025-04-11,sz.300211,8.9200,9.5200,8.7500,9.2900,8.9100,19627200,181864634.2100,3,6.575700,1,4.264900,-83.728491,5.776515,30.761358,-72.667890,0
2025-04-14,sz.300211,9.4200,9.6300,9.3200,9.4200,9.2900,14150800,133750375.0000,3,4.740900,1,1.399400,-84.900149,5.857349,31.191818,-73.684771,0
2025-04-15,sz.300211,9.4100,9.5700,9.1900,9.3600,9.4200,11641299,108863043.6500,3,3.900200,1,-0.636900,-84.359384,5.820041,30.993144,-73.215442,0
2025-04-16,sz.300211,9.3400,9.3800,8.8500,9.0600,9.3600,8470500,76999647.0000,3,2.837900,1,-3.205100,-81.655557,5.633501,29.999774,-70.868793,0
2025-04-17,sz.300211,9.0600,9.2900,8.9900,9.0500,9.0600,6928699,63508625.8100,3,2.321300,1,-0.110400,-81.565430,5.627283,29.966662,-70.790571,0
2025-04-18,sz.300211,9.0700,9.1700,8.9200,9.0400,9.0500,6851100,61942782.0000,3,2.295300,1,-0.110500,-81.475302,5.621065,29.933549,-70.712350,0
2025-04-21,sz.300211,9.0100,9.3600,8.9800,9.2500,9.0400,7965800,73092035.0000,3,2.668800,1,2.323000,-83.367981,5.751643,30.628908,-72.355004,0
2025-04-22,sz.300211,9.2200,9.3000,8.9800,8.9900,9.2500,9586390,86884889.0000,3,3.211700,1,-2.810800,-81.024665,5.589975,29.767988,-70.321242,0
2025-04-23,sz.300211,9.1500,9.3600,9.0500,9.2100,8.9900,12636400,116536575.0000,3,4.233600,1,2.447200,-83.007471,5.726771,30.496459,-72.042117,0
2025-04-24,sz.300211,9.1600,9.2000,8.7100,8.8000,9.2100,11510000,102222368.0000,3,3.856200,1,-4.451700,-79.312241,5.471833,29.138853,-68.835031,0
2025-04-25,sz.300211,8.9200,8.9500,8.7100,8.7100,8.8000,7328901,64441057.7400,3,2.455400,1,-1.022700,-78.501093,5.415871,28.840842,-68.131036,0
2025-04-28,sz.300211,6.9700,6.9700,6.9700,6.9700,8.7100,4097800,28561666.0000,3,1.372900,1,-19.977000,-62.818900,4.333941,23.079296,-54.520473,0
2025-04-29,sz.300211,5.5800,5.5800,5.5800,5.5800,6.9700,5548200,30958956.0000,3,1.858800,1,-19.942600,-50.291171,3.469640,18.476682,-43.647667,0
2025-04-30,sz.300211,5.5800,5.5800,5.5800,5.5800,5.5800,,,3,,0,,-40.904696,3.614030,14.389852,-23.029431,0
2025-05-06,sz.300211,5.3000,5.7400,5.0600,5.6900,5.5800,51993086,276971356.9600,3,17.419200,1,1.971300,-41.711061,3.685275,14.673523,-23.483416,1
2025-05-07,sz.300211,5.7900,6.0900,5.7000,6.0100,5.6900,33793118,198597203.9300,3,11.321700,1,5.623900,-44.056850,3.892531,15.498747,-24.804101,1
2025-05-08,sz.300211,5.9000,6.4000,5.9000,6.3600,6.0100,20771843,128756086.1600,3,6.959200,1,5.823600,-46.622557,4.119217,16.401337,-26.248599,1
