date,time,code,open,high,low,close,volume,amount,adjustflag
2025-02-27,20250227093500000,sh.688509,4.3500,4.3600,4.3200,4.3600,586561,2546932.0000,3
2025-02-27,20250227094000000,sh.688509,4.3600,4.3600,4.3300,4.3400,242971,1056483.0000,3
2025-02-27,20250227094500000,sh.688509,4.3400,4.3500,4.3200,4.3300,227955,987887.0000,3
2025-02-27,20250227095000000,sh.688509,4.3300,4.3300,4.3200,4.3200,82259,355991.0000,3
2025-02-27,20250227095500000,sh.688509,4.3300,4.3300,4.3000,4.3100,408213,1759966.0000,3
2025-02-27,20250227100000000,sh.688509,4.3100,4.3200,4.3000,4.3200,253916,1093580.0000,3
2025-02-27,20250227100500000,sh.688509,4.3100,4.3200,4.3000,4.3000,247539,1066676.0000,3
2025-02-27,20250227101000000,sh.688509,4.3100,4.3100,4.2900,4.3000,685501,2946348.0000,3
2025-02-27,20250227101500000,sh.688509,4.3000,4.3100,4.2900,4.2900,61147,262952.0000,3
2025-02-27,20250227102000000,sh.688509,4.3000,4.3000,4.2800,4.2900,233408,1000858.0000,3
2025-02-27,20250227102500000,sh.688509,4.2900,4.2900,4.2800,4.2800,42706,183089.0000,3
2025-02-27,20250227103000000,sh.688509,4.2900,4.2900,4.2700,4.2700,408786,1750349.0000,3
2025-02-27,20250227103500000,sh.688509,4.2700,4.2800,4.2600,4.2600,227899,972957.0000,3
2025-02-27,20250227104000000,sh.688509,4.2600,4.2700,4.2500,4.2500,299107,1273368.0000,3
2025-02-27,20250227104500000,sh.688509,4.2500,4.2700,4.2500,4.2700,159648,679884.0000,3
2025-02-27,20250227105000000,sh.688509,4.2600,4.2700,4.2400,4.2400,241005,1024496.0000,3
2025-02-27,20250227105500000,sh.688509,4.2400,4.2400,4.2300,4.2300,323197,1368860.0000,3
2025-02-27,20250227110000000,sh.688509,4.2300,4.2500,4.2300,4.2300,346795,1469864.0000,3
2025-02-27,20250227110500000,sh.688509,4.2400,4.2500,4.2300,4.2400,121080,513426.0000,3
2025-02-27,20250227111000000,sh.688509,4.2400,4.2400,4.2300,4.2400,87872,372348.0000,3
2025-02-27,20250227111500000,sh.688509,4.2300,4.2500,4.2300,4.2400,200274,849652.0000,3
2025-02-27,20250227112000000,sh.688509,4.2400,4.2400,4.2200,4.2300,323194,1365312.0000,3
2025-02-27,20250227112500000,sh.688509,4.2200,4.2300,4.2200,4.2300,64966,274292.0000,3
2025-02-27,20250227113000000,sh.688509,4.2300,4.2400,4.2200,4.2300,180656,764200.0000,3
2025-02-27,20250227130500000,sh.688509,4.2200,4.2400,4.2200,4.2200,200334,846196.0000,3
2025-02-27,20250227131000000,sh.688509,4.2200,4.2300,4.2100,4.2100,96680,407980.0000,3
2025-02-27,20250227131500000,sh.688509,4.2100,4.2200,4.2100,4.2200,250369,1054240.0000,3
2025-02-27,20250227132000000,sh.688509,4.2300,4.2400,4.2100,4.2200,174265,735786.0000,3
2025-02-27,20250227132500000,sh.688509,4.2300,4.2300,4.2200,4.2300,31093,131518.0000,3
2025-02-27,20250227133000000,sh.688509,4.2200,4.2300,4.2100,4.2100,234717,990020.0000,3
2025-02-27,20250227133500000,sh.688509,4.2200,4.2200,4.2100,4.2200,18666,78734.0000,3
2025-02-27,20250227134000000,sh.688509,4.2100,4.2200,4.2000,4.2100,143942,606448.0000,3
2025-02-27,20250227134500000,sh.688509,4.2100,4.2200,4.1900,4.2200,290949,1222424.0000,3
2025-02-27,20250227135000000,sh.688509,4.2200,4.2200,4.2100,4.2200,44743,188506.0000,3
2025-02-27,20250227135500000,sh.688509,4.2200,4.2500,4.2200,4.2500,195046,826096.0000,3
2025-02-27,20250227140000000,sh.688509,4.2500,4.2500,4.2300,4.2400,145379,615648.0000,3
2025-02-27,20250227140500000,sh.688509,4.2400,4.2500,4.2300,4.2300,168719,714876.0000,3
2025-02-27,20250227141000000,sh.688509,4.2200,4.2400,4.2200,4.2400,182963,773092.0000,3
2025-02-27,20250227141500000,sh.688509,4.2300,4.2600,4.2300,4.2600,161514,686456.0000,3
2025-02-27,20250227142000000,sh.688509,4.2600,4.2600,4.2500,4.2500,173289,737532.0000,3
2025-02-27,20250227142500000,sh.688509,4.2600,4.2800,4.2600,4.2800,237526,1014476.0000,3
2025-02-27,20250227143000000,sh.688509,4.2800,4.2800,4.2700,4.2800,140435,600108.0000,3
2025-02-27,20250227143500000,sh.688509,4.2700,4.2800,4.2600,4.2700,120913,516620.0000,3
2025-02-27,20250227144000000,sh.688509,4.2700,4.2800,4.2600,4.2800,169370,723424.0000,3
2025-02-27,20250227144500000,sh.688509,4.2800,4.2900,4.2700,4.2700,116411,497732.0000,3
2025-02-27,20250227145000000,sh.688509,4.2700,4.2900,4.2600,4.2800,144113,616296.0000,3
2025-02-27,20250227145500000,sh.688509,4.2800,4.2900,4.2700,4.2800,230743,987464.0000,3
2025-02-27,20250227150000000,sh.688509,4.2700,4.2900,4.2700,4.2900,101930,436824.0000,3
2025-02-28,20250228093500000,sh.688509,4.2300,4.2700,4.2000,4.2100,1023607,4319313.0000,3
2025-02-28,20250228094000000,sh.688509,4.2100,4.2300,4.2000,4.2100,317499,1337646.0000,3
2025-02-28,20250228094500000,sh.688509,4.2100,4.2200,4.1900,4.1900,431741,1814387.0000,3
2025-02-28,20250228095000000,sh.688509,4.1900,4.2100,4.1800,4.1800,245773,1031185.0000,3
2025-02-28,20250228095500000,sh.688509,4.1800,4.1900,4.1600,4.1900,517210,2157532.0000,3
2025-02-28,20250228100000000,sh.688509,4.1800,4.1900,4.1700,4.1800,315800,1318713.0000,3
2025-02-28,20250228100500000,sh.688509,4.1800,4.1900,4.1700,4.1800,273693,1143903.0000,3
2025-02-28,20250228101000000,sh.688509,4.1800,4.2000,4.1800,4.1800,238910,999711.0000,3
2025-02-28,20250228101500000,sh.688509,4.1900,4.1900,4.1800,4.1800,53229,222971.0000,3
2025-02-28,20250228102000000,sh.688509,4.1800,4.1900,4.1800,4.1900,57691,241402.0000,3
2025-02-28,20250228102500000,sh.688509,4.1900,4.1900,4.1800,4.1900,166610,696519.0000,3
2025-02-28,20250228103000000,sh.688509,4.1800,4.1900,4.1800,4.1800,179372,750247.0000,3
2025-02-28,20250228103500000,sh.688509,4.1800,4.1800,4.1700,4.1800,112749,470493.0000,3
2025-02-28,20250228104000000,sh.688509,4.1700,4.1800,4.1700,4.1700,248127,1034730.0000,3
2025-02-28,20250228104500000,sh.688509,4.1800,4.1900,4.1700,4.1800,47966,200454.0000,3
2025-02-28,20250228105000000,sh.688509,4.1700,4.1800,4.1700,4.1800,111371,465458.0000,3
2025-02-28,20250228105500000,sh.688509,4.1800,4.1800,4.1600,4.1700,126781,528640.0000,3
2025-02-28,20250228110000000,sh.688509,4.1600,4.1700,4.1600,4.1600,71893,299316.0000,3
2025-02-28,20250228110500000,sh.688509,4.1700,4.1700,4.1400,4.1500,496545,2061296.0000,3
2025-02-28,20250228111000000,sh.688509,4.1500,4.1600,4.1400,4.1500,351766,1459396.0000,3
2025-02-28,20250228111500000,sh.688509,4.1600,4.1600,4.1500,4.1600,73879,306960.0000,3
2025-02-28,20250228112000000,sh.688509,4.1600,4.1700,4.1500,4.1600,83957,349272.0000,3
2025-02-28,20250228112500000,sh.688509,4.1500,4.1600,4.1500,4.1600,21899,90966.0000,3
2025-02-28,20250228113000000,sh.688509,4.1700,4.1800,4.1600,4.1700,119349,497322.0000,3
2025-02-28,20250228130500000,sh.688509,4.1700,4.1700,4.1400,4.1400,118809,493692.0000,3
2025-02-28,20250228131000000,sh.688509,4.1400,4.1600,4.1400,4.1600,89146,369880.0000,3
2025-02-28,20250228131500000,sh.688509,4.1600,4.1600,4.1400,4.1500,104908,435312.0000,3
2025-02-28,20250228132000000,sh.688509,4.1500,4.1600,4.1400,4.1500,50431,209240.0000,3
2025-02-28,20250228132500000,sh.688509,4.1500,4.1500,4.1400,4.1500,47127,195572.0000,3
2025-02-28,20250228133000000,sh.688509,4.1400,4.1600,4.1400,4.1500,99262,411468.0000,3
2025-02-28,20250228133500000,sh.688509,4.1500,4.1600,4.1500,4.1500,36527,151676.0000,3
2025-02-28,20250228134000000,sh.688509,4.1500,4.1500,4.1400,4.1500,164351,681988.0000,3
2025-02-28,20250228134500000,sh.688509,4.1600,4.1600,4.1400,4.1500,57535,238894.0000,3
2025-02-28,20250228135000000,sh.688509,4.1500,4.1600,4.1400,4.1500,126480,524752.0000,3
2025-02-28,20250228135500000,sh.688509,4.1500,4.1700,4.1500,4.1700,236654,983264.0000,3
2025-02-28,20250228140000000,sh.688509,4.1600,4.1600,4.1400,4.1500,106048,440456.0000,3
